Google_Review,Rating (1-5 star),DateTime,Sentiment,Age_Range,Zone,Education,Monthly_Income_Cleaned,Theme
nice app ������,5,46057.18479,Positive,34-42,North,Graduate/Post Graduate,High (≤4.5L),General Satisfaction
this aap is beautiful,5,46058.0487,Positive,Below 21,South,Below Graduate,Ultra HNI (>4.5L),General Satisfaction
best aap,5,46066.12617,Positive,25-33,West,Below Graduate,Unknown/ No Income,General Satisfaction
"Even though i had made all EMIs on time and closed my loan account two years back, they had marked my account as inactive. Worst experience",1,46078.96661,Negative,42+,North,Below Graduate,Low (≤25K),General Dissatisfaction
west app,1,46078.78523,Negative,25-33,North,Below Graduate,Mid (≤75K),General Dissatisfaction
cancel our emi please infinity learn cheated us to get dz loan,1,46081.26373,Negative,Below 21,South,Graduate/Post Graduate,Mid (≤75K),Trust & Transparency
"Unethical app,mental torture, harassment even if you delay one EMI.NEVER TAKE LOANS ,from this app. it might seem good at first but its a trap , even after taking multiple loans and closing g all Upfront and on time , if you take another loan and miss one EMI they behave like goons and torture and harassment calls starts that too 24hrs. No privilege for returning customers, just a bloody tarp to eat your money up.",1,46081.23956,Negative,25-33,North,Below Graduate,Upper Mid (≤3L),Trust & Transparency
worst app I request everyone to not use this app as they are scammers,1,46081.82043,Negative,21-24,South,Graduate/Post Graduate,Upper Mid (≤3L),Trust & Transparency
cleared total outstanding loan prior due date.still showing not eligible. no proper reason showing. getting pre approved fake offers. these people try to spoil credit score,1,46081.27719,Negative,42+,West,Graduate/Post Graduate,Upper Mid (≤3L),Loan Process & Access
scam,1,46081.63735,Negative,42+,West,Below Graduate,Low (≤25K),Trust & Transparency
without transfer they are asking for autopay 65000 thousand and not showing any current loan history and in phone pay autopay showing of 65 why like this give me Solution and remove that autopay from my phone pay as soon as possible,1,46081.46549,Negative,34-42,West,Below Graduate,Mid (≤75K),General Dissatisfaction
"Why is your app forcing me to stop the firewall on my Android device ?. It should give warning and a choice to continue or close not force close your app because of other safety app. This is a security hazard, you are intentionally exposing my device to vulnerability, threats and data collection. This must be fixed let me decide if I want to continue with VPN or not. It worked fine until recent updates.",1,46081.23488,Negative,25-33,South,Graduate/Post Graduate,Mid (≤75K),Service Quality & Conduct
totally fraud app don't trus this app,1,46080.81966,Negative,42+,South,Below Graduate,Mid (≤75K),Trust & Transparency
useless application the application give me the limit of 49 k only this is not enough never Instal the application again,1,46080.21936,Negative,34-42,East,Below Graduate,Upper Mid (≤3L),Loan Process & Access
no systematic procedure.,1,46080.20916,Negative,25-33,West,Graduate/Post Graduate,Mid (≤75K),General Dissatisfaction
to .......b......a..d,1,46080.51192,Negative,25-33,East,Below Graduate,Mid (≤75K),General Dissatisfaction
already forceclose but not limit increase,1,46080.34311,Negative,25-33,East,Graduate/Post Graduate,Mid (≤75K),Loan Process & Access
worst app,1,46080.28832,Negative,42+,North,Graduate/Post Graduate,Low (≤25K),General Dissatisfaction
worst app,1,46080.64015,Negative,25-33,South,Below Graduate,Upper Mid (≤3L),General Dissatisfaction
don't prefer any NBFC or loan apps if u delayed 1 EMI their harassment will be another level. so avoid taking loans,1,46080.74118,Negative,25-33,South,Below Graduate,Mid (≤75K),Service Quality & Conduct
Bad experience ��,1,46080.09566,Negative,21-24,North,Below Graduate,Mid (≤75K),General Dissatisfaction
Worst than you think this application could be. Agent behaviour is worst you should not take loan from this application.They don't help the users at all.Every other application gives time but this application doesn't.Only 22 days time is enough according to them.The user want to pay the loan but their agents behaviour is very bad They call themselves God . if someone took loan it's their personal problem of returning but in case someone miss single emi&ask for 1-2 months for loan theywon'thelp,1,46079.16069,Negative,34-42,South,Below Graduate,Mid (≤75K),Service Quality & Conduct
"1-Star Review ⭐ Very disappointing experience with xyz Loan App. I had clearly requested my EMI date to be set on the 3rd of every month since my salary gets credited on 1st evening or sometimes on 2nd/3rd. Still, they fixed it on the 1st and refused to change it. Because of this, even when salary was credited later the same day, EMIs were marked as bounced and I was charged ₹1,000–₹1,500 repeatedly as bounce charges. Customer care said it was HDFC Bank’s fault, but the bank denied responsibi",1,46079.27368,Negative,34-42,South,Graduate/Post Graduate,Low (≤25K),Service Quality & Conduct
don't trust very disappoint,1,46079.68377,Negative,42+,North,Graduate/Post Graduate,Mid (≤75K),General Dissatisfaction
confuse interface application loan taken interface part not available if some not eligible directly information interface not available,1,46079.07126,Negative,34-42,North,Below Graduate,Low (≤25K),Loan Process & Access
not good,1,46079.30418,Negative,25-33,South,Below Graduate,Low (≤25K),General Dissatisfaction
team xyz your using our contact details for recovery which is very bad and not under The guidline of rbi if u don't take action I will fill case against u on RBI portal,1,46079.67507,Negative,42+,South,Below Graduate,Mid (≤75K),General Dissatisfaction
very waste app,1,46079.8933,Negative,42+,North,Graduate/Post Graduate,Low (≤25K),General Dissatisfaction
u ll not oblige the genuine persons. v v sorry. with much hope i applied to improve my business. which is existing past 20 years. lost hope of such loan Apps��,1,46079.41163,Negative,25-33,North,Below Graduate,Mid (≤75K),General Dissatisfaction
It is a very bad company which harasses you again and again and gives false promises that loan approval of Rs 10 lakh is there and if you apply later then it is approved only for Rs 65000 and your CIBIL inquiry is generated and the count increases.,1,46077.17684,Negative,34-42,West,Graduate/Post Graduate,Upper Mid (≤3L),Trust & Transparency
"It asked to opt for auto debit & chosen it for 5 th of every month..but auto debit is cancelled without my knowledge..I came to know this only after 2 days only, but they have charged me 1002 for the delay.. Even though after the payment, I still receive a message that my payment is pending.",1,46060.63868,Negative,34-42,West,Below Graduate,Mid (≤75K),Trust & Transparency
chotiya app,1,46060.38936,Negative,25-33,South,Below Graduate,Mid (≤75K),General Dissatisfaction
don't take loan from this app I have period already all amount then also they are not giving man new loan bad service,1,46061.26904,Negative,42+,South,Graduate/Post Graduate,Upper Mid (≤3L),Service Quality & Conduct
calling family numbers for just one missed emi even if I already told them use false language abusive language,1,46069.68515,Negative,25-33,North,Graduate/Post Graduate,Low (≤25K),Service Quality & Conduct
thanks for this app muje ye app bahut pusand aya thanks*,1,46059.52016,Negative,25-33,North,Graduate/Post Graduate,Mid (≤75K),General Dissatisfaction
bhut bada jhol hai bhai is may aapne agar 1 din bhi late payemenet kiya to sidha 3000 extra charge lega ye bhai log mat faso yha is se leke aap bhut bada jhol le rahe ho bank may Jake vhi se le lo vhi sahi rahega itna to total charge nhi hai,1,46058.22068,Negative,21-24,South,Below Graduate,Mid (≤75K),Trust & Transparency
accojnt blocked despite of timely payments,1,46073.4194,Negative,42+,East,Graduate/Post Graduate,Mid (≤75K),General Dissatisfaction
after all.repayment it is observed ...I no longer eligible .fake app hai repayment aur loan close hone ke bad . massage ata hai app eligible nahi ho ... kay chal raha hai o malum nahi mera 8000 emi.tha aur abhi 10130 emi account se debit kiya hai faltu log hai,1,46061.11697,Negative,25-33,East,Graduate/Post Graduate,Mid (≤75K),Loan Process & Access
do not take the loans from xyz very high interest,1,46055.12465,Negative,34-42,East,Graduate/Post Graduate,Upper Mid (≤3L),General Dissatisfaction
very bad ��,1,46068.1009,Negative,34-42,East,Graduate/Post Graduate,Low (≤25K),General Dissatisfaction
"❌❌❌ Warning ������ Too much interest and unfair penalty charges. I’m stuck with this loan. My EMI is on the 5th of every month, and for missing just one day, they charged ₹1000 as a penalty. I strongly suggest not using this app.",1,46059.39766,Negative,Below 21,West,Below Graduate,Upper Mid (≤3L),Loan Process & Access
nice aap,1,46057.22917,Negative,42+,West,Graduate/Post Graduate,Mid (≤75K),General Dissatisfaction
my documents all completed but income verification not processing I'm self employed,1,46067.1958,Negative,25-33,South,Below Graduate,Mid (≤75K),Loan Process & Access
if you are not giving a loan then why you are sending a message to me for loan eligibility is back every month you are a not useful for a loan. waste app,1,46070.03819,Negative,34-42,South,Below Graduate,Low (≤25K),Loan Process & Access
bast app,1,46054.34285,Negative,25-33,South,Graduate/Post Graduate,Upper Mid (≤3L),General Dissatisfaction
"my account closed 2023 still not give any offer, i am pay the loans ontime",1,46064.67986,Negative,34-42,East,Graduate/Post Graduate,Mid (≤75K),General Dissatisfaction
not best,1,46055.09336,Negative,25-33,South,Below Graduate,Upper Mid (≤3L),General Dissatisfaction
not getting any type of loan,1,46056.66382,Negative,34-42,North,Below Graduate,Mid (≤75K),Loan Process & Access
Pathetic Customer experience. after payment many times shows overdue. and we have to clear after many follow ups with them.,1,46060.23519,Negative,34-42,South,Graduate/Post Graduate,Mid (≤75K),General Dissatisfaction
nice app,1,46055.08767,Negative,21-24,West,Below Graduate,Mid (≤75K),General Dissatisfaction
best app,1,46055.21573,Negative,21-24,West,Graduate/Post Graduate,Mid (≤75K),General Dissatisfaction
dubete logo ko zinda karne ki himmat nahi hai tum me,1,46059.45674,Negative,42+,East,Below Graduate,Mid (≤75K),General Dissatisfaction
kabhi isse loan mt lijiye bahut hi bakvas hai. auto payment ka jis din date rhta hai u ls din app pe ye due ko 0 rupees kr deta hai aur uske agle din hi loan ke 30% charge kr deta hai jo ki apko dena hi padega.,1,46059.17358,Negative,34-42,East,Below Graduate,Low (≤25K),General Dissatisfaction
not approve my loan 9 to 10 time aplay,1,46076.30429,Negative,25-33,South,Below Graduate,Mid (≤75K),General Dissatisfaction
not bad ahh,1,46065.47472,Negative,Below 21,North,Graduate/Post Graduate,Upper Mid (≤3L),General Dissatisfaction
these days they are not giving loans and don't waste your time in downloading the app,1,46066.15179,Negative,Below 21,North,Below Graduate,Upper Mid (≤3L),General Dissatisfaction
Waste app and services..,1,46072.57564,Negative,42+,West,Graduate/Post Graduate,Mid (≤75K),General Dissatisfaction
One day late emi payment charges that too for the same day is 1000 which is no way fair.,1,46058.687,Negative,21-24,West,Graduate/Post Graduate,Mid (≤75K),General Dissatisfaction
why you are not giving me a loan because I never default with you never judged a book by it their cover,1,46071.39487,Negative,34-42,East,Below Graduate,Mid (≤75K),General Dissatisfaction
warst warst warst warst warst time wast wast,1,46072.21418,Negative,25-33,North,Graduate/Post Graduate,Mid (≤75K),General Dissatisfaction
worst app ever,1,46067.39586,Negative,21-24,North,Below Graduate,Mid (≤75K),General Dissatisfaction
my Equifax score is 720 and still these guys say that u r not eligible for loan,1,46072.07762,Negative,42+,North,Below Graduate,Low (≤25K),Loan Process & Access
"worst Platform. Don't trust this. it's been 4 days the application process is completed and til today still no response while the process of applying, the team xyz said , it's an instant loan and max may take 1 hour time. high time to keep it in block list",1,46056.22169,Negative,34-42,South,Below Graduate,Mid (≤75K),Service Quality & Conduct
The Company conducting unauthorized home visit without prior information.,1,46064.28063,Negative,Below 21,North,Below Graduate,Mid (≤75K),Trust & Transparency
"after closing loan, refresh option not available",1,46059.13231,Negative,25-33,South,Below Graduate,Upper Mid (≤3L),General Dissatisfaction
wow,1,46057.12059,Negative,34-42,North,Graduate/Post Graduate,Low (≤25K),General Dissatisfaction
best application,1,46058.40652,Negative,42+,North,Below Graduate,Low (≤25K),Loan Process & Access
best,1,46054.24846,Negative,34-42,West,Below Graduate,Mid (≤75K),General Dissatisfaction
my account was since last year block showing,1,46065.3595,Negative,42+,West,Below Graduate,Mid (≤75K),General Dissatisfaction
rate of interest,2,46079.7869,Negative,25-33,North,Below Graduate,Upper Mid (≤3L),General Dissatisfaction
good,4,46079.21269,Positive,25-33,North,Below Graduate,Mid (≤75K),General Satisfaction
helpfull,4,46079.64668,Positive,34-42,North,Below Graduate,Mid (≤75K),Helpful for Urgent Needs
no loan here's i am waiting for so long time but no response or improvement,2,46059.28712,Negative,25-33,North,Below Graduate,Mid (≤75K),Service Quality & Conduct
parsonal lone provided in app,4,46054.26299,Positive,25-33,North,Graduate/Post Graduate,Mid (≤75K),General Satisfaction
bastapp,2,46060.12914,Negative,25-33,North,Graduate/Post Graduate,Low (≤25K),General Dissatisfaction
good,3,46061.13574,Negative,42+,South,Graduate/Post Graduate,Upper Mid (≤3L),General Dissatisfaction
thank u airtel..... thank u xyz,4,46063.48951,Positive,34-42,West,Graduate/Post Graduate,Mid (≤75K),General Satisfaction
good app,3,46059.13692,Negative,Below 21,South,Below Graduate,Mid (≤75K),General Dissatisfaction
good ��,4,46062.32984,Positive,34-42,North,Below Graduate,Mid (≤75K),General Satisfaction
its Good App I Realy Like it,4,46065.62057,Positive,34-42,South,Graduate/Post Graduate,Mid (≤75K),Easy Process & UX
good,4,46072.47514,Positive,42+,South,Below Graduate,Mid (≤75K),General Satisfaction
good,4,46070.97513,Positive,25-33,South,Below Graduate,Low (≤25K),General Satisfaction
